id_producto,nombre,descripcion,fecha_creacion,fecha_actualizacion,precio,cantidad_disponible
1,Adjustable Dog Harness,Comfortable and adjustable harness for dogs.,2025-09-11,2025-09-11,24.99,90
1,Chocolate Chip Cookie Dough,Ready-to-bake cookie dough packed with chocolate chips.,2025-06-22,2025-08-19,5.49,72
1,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",2025-10-11,2025-07-30,4.99,49
1,Corn Tortillas,"Soft and warm corn tortillas, perfect for tacos and burritos.",2024-11-10,2025-08-17,2.49,24
1,Mini Meatballs,Frozen mini meatballs that are great as a snack or in pasta dishes.,2025-07-30,2025-08-10,5.99,11
1,Vegetable Stir-Fry Sauce,Savory sauce for vegetable and meat stir-fries.,2025-04-25,2025-07-11,3.49,36
1,Throw Pillow Covers,Set of decorative pillow covers to enhance your home decor.,2025-04-20,2025-09-03,22.99,1
1,Dual Function Electric Skillet,"Skillet that can fry, grill, and sauté with ease.",2024-11-10,2025-07-07,59.99,51
1,Weighted Blanket,Therapeutic weighted blanket for better sleep.,2025-04-18,2025-08-28,79.99,72
1,Collapsible Pet Dog Bowl,Travel-friendly dog bowl that is collapsible for easy storage.,2025-10-20,2025-07-03,9.99,63
1,Smart Plug,Wi-Fi enabled plug for controlling devices from your smartphone.,2025-06-09,2025-08-26,19.99,34
1,Cold Brew Coffee Maker,Brews coffee with a smooth flavor without bitterness.,2025-09-11,2025-07-17,34.99,43
1,Vegetarian Stir Fry Sauce,Flavorful sauce perfect for stir-frying vegetables and tofu.,2025-08-06,2025-10-01,2.49,10
1,Cabbage,"Fresh green cabbage, great for salads and slaws.",2025-10-11,2025-08-19,1.29,62
1,Tomato Paste,"Concentrated tomato paste, great for sauces.",2025-06-03,2025-08-27,1.29,14
1,LED Under Cabinet Lighting,Easy-to-install lights to brighten kitchen cabinets and workspaces.,2025-05-11,2025-08-16,29.99,50
1,Vegetable Curry,A hearty vegetable curry for a quick and satisfying meal.,2025-06-11,2025-09-23,5.99,4
1,Stylish Wireless Earbuds,True wireless earbuds with excellent sound quality.,2024-11-19,2025-10-13,59.99,66
1,Herb Garlic Butter,"A flavorful garlic butter blend, perfect for cooking or baking.",2025-05-02,2025-07-04,3.99,62
1,Chipotle Black Bean Salad,"A zesty salad with black beans, corn, and chipotle dressing.",2025-06-28,2025-09-02,3.29,19
1,Smartphone Photography Ring Light,Portable ring light that enhances your photos with perfect lighting.,2025-04-02,2025-07-13,29.99,80
1,Spicy Vegetable Sushi Rolls,Vegan sushi filled with spicy vegetables and avocado.,2025-07-27,2025-08-02,8.49,48
1,Almond Flour Pancake Mix,Gluten-free pancake mix made with almond flour.,2024-12-04,2025-09-29,5.99,83
1,Motion Sensor Light,Battery-operated motion sensor light for safety.,2024-11-10,2025-07-27,19.99,86
1,Pumpkin Spice Granola,Crunchy granola with pumpkin spice flavor.,2024-11-28,2025-10-16,4.99,42
1,Thyme,"Fresh thyme, perfect for seasoning dishes.",2025-01-11,2025-10-27,2.49,16
1,Habanero Hot Sauce,Fiery hot sauce made with fresh habaneros and spices.,2025-02-15,2025-10-06,3.79,19
1,Pet Grooming Gloves,Gentle grooming gloves for shedding pets.,2025-05-22,2025-07-14,9.99,26
1,Sesame Ginger Dressing,"Tangy dressing perfect for salads and marinades, with sesame and ginger flavors.",2025-08-12,2025-11-04,4.09,80
1,Coconut Cream,"Rich cream extracted from coconut milk, ideal for desserts.",2025-07-27,2025-07-17,2.99,2
1,Luxury Bathrobe,Soft and cozy bathrobe perfect for relaxing at home.,2025-04-21,2025-09-29,49.99,78
1,Peanut Butter Cookies,Soft and chewy cookies made with creamy peanut butter.,2025-04-20,2025-07-20,3.49,66
1,Artisan Bread,,2025-04-06,2025-10-04,4.59,93
1,Italian Sausage Links,Savory sausage links seasoned with Italian spices.,2025-11-03,2025-07-28,5.99,1
1,Slim Fit Chinos,Comfortable slim fit chinos for a polished look.,2025-02-14,2025-10-21,54.99,46
1,Graphic Tee,Soft cotton graphic tee available in various designs.,2025-02-18,2025-07-18,19.99,82
1,Baked Falafel Balls,"Frozen falafel balls made from chickpeas and herbs, perfect for quick meals or salads.",2025-10-01,2025-08-21,5.99,98
1,Collapsible Pet Dog Bowl,Travel-friendly dog bowl that is collapsible for easy storage.,2025-10-21,2025-09-28,9.99,93
1,Radish Chips,"Crispy baked radish chips, a healthy snack alternative.",2025-02-15,2025-10-25,2.89,81
1,Spicy Tuna Salad,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",2025-10-14,2025-08-14,4.49,71
1,Maple Almond Butter,,2025-08-20,,5.49,20
1,Whole Roasted Chicken,,2025-09-30,2025-07-27,9.99,1
1,Pistachios,"Roasted pistachios, a healthy and tasty snack.",2025-04-29,2025-09-18,6.99,43
1,Puffed Rice Cake,Low-calorie rice cake for snacks.,2025-01-31,2025-10-10,2.49,75
1,Cranberry Lime Sparkling Water,Refreshing sparkling water infused with cranberry and lime flavors.,2024-11-22,2025-09-28,1.5,73
1,Tahini,Creamy tahini made from ground sesame seeds.,2024-12-12,2025-09-17,5.49,21
1,Antique Style Clock,Nostalgic clock that adds charm to any room.,2025-08-18,2025-10-28,39.99,74
1,Baked Mac and Cheese,Creamy macaroni and cheese baked to perfection.,2025-06-03,2025-09-05,5.99,34
1,Butternut Squash Ravioli,"Delicate ravioli filled with roasted butternut squash and spices, perfect with a sage butter sauce.",2025-07-14,2025-08-02,6.29,80
1,Fall-Themed Table Runner,Decorative table runner perfect for autumn gatherings.,2025-07-25,2025-09-17,19.99,90
1,Apple Juice,"Refreshing apple juice, 100% juice with no added sugar.",2025-04-29,2025-09-23,3.29,6
1,Kids Tablet,Durable tablet designed for kids with parental controls.,2025-08-15,2025-09-16,129.99,83
1,Pet Waterer with Filtration,,2024-11-30,2025-08-22,39.99,26
1,Handmade Wooden Utensil Set,Unique handcrafted utensils for cooking and serving.,2025-01-27,2025-09-15,24.99,97
1,Sun-Dried Tomatoes,Dried tomatoes packed with deep flavor for salads and pasta.,2025-05-12,2025-10-13,3.99,68
1,Pet Training Clicker,Simple tool to train your pet with positive reinforcement.,2024-11-23,2025-09-16,5.99,78
1,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,2025-01-06,2025-10-29,35,47
1,Handcrafted Wooden Jewelry Box,Beautifully crafted jewelry box with compartments for storage.,2024-12-18,2025-08-23,39.99,77
1,Almond Butter Crunch Bar,Nutritious snack bar made with almond butter and protein.,2025-07-18,,1.99,44
1,Baby Monitor,Video baby monitor with night vision.,2025-10-31,2025-10-07,79.99,59
1,Veggie Burger Patties,Delicious veggie burger patties for grilling or frying.,2025-04-07,2025-10-24,5.99,77
1,Lemon Herb Quinoa,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",2025-05-20,2025-08-19,3.49,41
1,LED Table Lamp,Modern LED table lamp with touch control.,2025-03-07,2025-09-30,29.99,54
1,Chocolate Coconut Protein Balls,No-bake protein balls with chocolate and coconut flavors.,2025-03-20,2025-08-24,2.99,87
1,Coconut Curry Lentil Soup,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor.",2024-12-29,2025-07-29,3.99,36
1,Turmeric Ginger Tea,A soothing tea blend with turmeric and ginger for wellness.,2025-02-16,2025-07-09,3.29,16
1,Cranberry Orange Oatmeal,Instant oatmeal flavored with cranberries and orange zest for breakfast.,2024-12-21,2025-08-22,2.49,68
1,Running Shorts,Lightweight and breathable running shorts for your workouts.,2025-08-27,2025-07-23,34.99,54
1,Applewood Smoked Bacon,Delicious bacon with a rich applewood smoked flavor.,2025-03-13,2025-10-27,6.99,61
1,Savory Snack Mix,"A mix of nuts, pretzels, and crackers, seasoned just right for snacking.",2024-11-15,2025-09-18,4.49,88
1,Maple Bacon Potato Chips,Savory potato chips with a hint of maple sweetness and crispy bacon flavor.,2025-02-08,2025-07-01,2.89,35
1,DIY Organic Gardening Kit,Complete kit for starting your own organic garden.,2025-06-09,2025-09-13,39.99,24
1,Children's Educational Workbook,Activity workbook for early learning and fun.,2025-04-23,2025-10-03,12.99,52
1,Ethical Wool Scarf,A warm and sustainable wool scarf for chilly days.,2025-09-26,2025-07-22,29.99,20
1,Frozen Berry Blend,A mix of frozen berries for smoothies or desserts,2025-05-20,2025-09-20,4.99,38
1,LED Desk Lamp,Dimmable LED desk lamp with USB charging port.,2025-01-18,2025-08-13,35,15
1,Screen Cleaning Kit,Safe cleaning solution and tools for electronics screens.,2024-11-11,2025-10-30,15.99,29
1,Cranberry Lime Sparkling Water,Refreshing sparkling water infused with cranberry and lime flavors.,2025-05-04,2025-09-13,1.5,84
1,Spinach Artichoke Dip,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",2025-01-13,2025-07-31,4.99,81
1,Lentil Vegetable Stew,"Hearty stew made with lentils and mixed vegetables, vegan-friendly.",2025-04-11,2025-10-31,4.49,9
1,Organic Coconut Sugar,"A natural sweetener made from coconut sap, a healthier alternative to sugar.",2025-03-13,2025-10-09,4.19,55
1,Pumpkin Pie Spice,A blend of spices that brings the taste of fall to your baked goods.,2025-09-19,2025-09-27,2.99,58
1,Spicy Chicken Wings,"Wide range of flavored wings, perfect for parties or casual snacking.",2025-05-03,2025-10-28,9.99,6
1,Garlic Butter Shrimp,"Frozen shrimp sautéed in garlic butter, ready to thaw and serve over pasta or rice.",2025-10-12,2025-11-02,8.99,90
1,Almond Butter Cups,,2025-10-08,2025-10-02,3.29,14
1,Honey Nut Cheerios,Classic cereal made with whole grains and honey.,2025-09-14,2025-10-23,4.29,32
1,Spicy Salsa Verde,"Green salsa with a spicy kick, great for dipping.",2025-04-22,2025-09-24,3.49,21
1,Baked Mac and Cheese,,2025-05-01,,5.99,21
1,Portable Massage Gun,Personal massager for muscle recovery.,2024-12-17,2025-09-28,79.99,26
1,Body Pillow Case,Soft and breathable pillowcase for body pillows.,2024-11-16,2025-07-18,14.99,86
1,Peach Halves (canned),"Sweet peach halves packed in juice, great for desserts.",2025-03-24,2025-09-30,2.49,63
1,Vegetable Potstickers,"Delicious vegetable dumplings, perfect for steaming or frying.",2025-03-30,2025-07-29,5.99,90
1,Weighted Blanket for Adults,A calming blanket that provides gentle pressure for relaxation.,2025-08-25,2025-09-05,59.99,8
1,Smart Light Bulbs,,2025-10-31,2025-07-02,34.99,3
1,Chicken Fajita Kit,All ingredients included for delicious chicken fajitas.,2025-07-25,2025-09-25,8.99,1
1,Green Smoothie Mix,A convenient powder mix combining greens and fruits for smoothies.,2024-12-27,,5.99,12
1,Rechargeable Hand Warmer,,2025-05-14,2025-07-23,22.99,35
1,Vegan Tacos,Frozen vegan tacos filled with plant-based protein and spices.,2025-08-20,2025-09-05,7.49,55
1,Portable USB-C Monitor,Lightweight and slim monitor ideal for dual-screen setups.,2025-02-23,2025-07-01,199.99,6
1,Self-Cleaning Cat Litter Box,Automated litter box that cleans itself after each use.,2025-05-07,2025-09-19,199.99,77
1,Cocktail Shaker and Mixing Glass Set,Complete set for mixing cocktails at home.,2024-11-23,2025-10-22,39.99,46
1,Children's Gardening Set,Fun gardening tools designed specifically for kids.,2025-03-06,2025-10-06,19.99,59
1,Beard Grooming Kit,Everything you need for maintaining a healthy beard.,2025-05-11,2025-08-16,34.99,64
1,Indoor Grill,Electric indoor grill for quick meals.,2025-09-16,2025-07-04,59.99,2
1,Electric Heat Pad,Microwaveable heat pad for soothing muscle aches.,2025-04-26,2025-09-04,24.99,64
1,Garden Vegetable Chips,"Crispy chips made from assorted garden vegetables, lightly salted.",2025-03-19,2025-08-14,3.49,97
1,Floral Wrap Top,A feminine wrap top with a beautiful floral print.,2025-11-04,2025-09-20,49.99,58
1,Spicy BBQ Sauce,A tangy and spicy BBQ sauce that's perfect for grilling.,2025-07-21,,3.99,64
1,Printed Maxi Skirt,A colorful printed maxi skirt for a bohemian look.,2025-06-01,2025-09-25,39.99,16
1,Dog Frisbee Toy,Durable and soft frisbee designed for dogs to play with.,2025-08-25,2025-08-24,10.99,12
1,Watercolor Set,Complete watercolor set with paints and brushes.,2025-05-24,2025-07-05,19.99,83
1,Compact Dishwasher,Countertop dishwasher for small kitchens.,2025-01-05,2025-07-12,299.99,81
1,Fettuccine Alfredo Dinner Kit,Easy meal kit for creamy fettuccine Alfredo.,2024-11-25,2025-08-25,5.49,14
1,Salsa Verde,"Tangy green salsa made with tomatillos, perfect for tacos.",2025-07-18,,3.49,99
1,Curried Lentil Salad,"A hearty salad with lentils, veggies, and curry dressing.",2025-03-22,2025-07-15,4.29,19
1,Non-Stick Baking Sheets,Set of baking sheets for effortless baking.,2025-06-03,2025-09-24,29.99,44
1,Siphon Coffee Maker,,2025-01-09,2025-07-05,49.99,78
1,Lemon Garlic Marinade,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",2025-04-25,2025-10-15,4.29,57
1,Plant Watering Spikes,Automatic watering devices for potted plants.,2025-06-26,2025-07-18,12.99,56
1,Car Windshield Sun Shade,Protects car interior from sun damage and heat.,2025-06-02,2025-07-19,19.99,39
1,Gluten-Free Bread,Soft and tasty gluten-free sandwich bread.,2025-07-27,2025-10-16,5.49,86
1,Bicycle Repair Kit,Essential tools for on-the-go bike maintenance.,2025-05-23,2025-07-14,14.99,58
1,Travel Eye Mask with Ear Plugs,Comfortable eye mask that includes noise-canceling ear plugs.,2025-02-15,2025-07-28,15.99,12
1,Pumpkin Ice Cream,"Seasonal pumpkin ice cream, perfect for fall.",2024-12-06,2025-09-09,4.99,23
1,Honey Almond Granola Bars,Chewy granola bars made with honey and almonds.,2025-09-06,2025-07-12,3.99,32
1,Herb Drying Rack,Mesh drying rack for preserving herbs and flowers.,2024-11-09,2025-09-11,22.99,40
1,Strawberry Rhubarb Jam,"A sweet and tart jam, perfect on toast or in desserts.",2025-04-18,2025-09-23,4.29,30
1,Oatmeal Raisin Cookies,Delicious cookies packed with oats and raisins.,2025-02-21,2025-09-05,3.49,63
1,Dried Cranberries,"Sweet and tart dried cranberries, great for salads and baking.",2025-10-16,2025-07-02,4.29,71
1,Maple Pecan Oatmeal Cookies,Soft oatmeal cookies with maple and pecans.,2025-07-19,2025-10-05,3.99,98
1,Avocado Oil Mayo,,2025-07-01,2025-08-24,5.29,81
1,Italian Sausage Links,Savory sausage links seasoned with Italian spices.,2025-09-28,2025-09-14,5.99,76
1,Fitness Jump Rope,Durable jump rope for cardio workouts.,2024-12-16,2025-07-20,15.99,82
1,Coconut Milk Ice Cream,"Dairy-free ice cream made with coconut milk, creamy and delicious.",2025-07-26,2025-09-25,6.99,94
1,Applewood Smoked Bacon,,2024-12-16,2025-11-02,6.99,75
1,Hair Dryer,,2025-10-30,2025-07-23,39.99,25
1,Electric Pressure Cooker,"Multi-function pressure cooker that can sauté, steam, and slow cook.",2025-07-12,2025-07-29,89.99,65
1,Ski Goggles,Anti-fog ski goggles for winter sports.,2025-04-28,2025-07-19,49.99,38
1,Crispy Potato Tots,"Golden brown potato tots, crispy on the outside and fluffy inside.",2025-07-03,2025-10-05,3.69,52
1,Lentil Vegetable Curry,,2025-08-08,2025-07-24,4.49,93
1,Smartphone Projector Kit,DIY kit to convert your smartphone into a mini projector.,2025-06-16,2025-07-15,24.99,40
1,Noise-Canceling Headphones,High-quality headphones that block out external noise for immersive listening.,2025-08-25,2025-08-27,119.99,90
1,Balsamic Fig Dressing,"A sweet and tangy dressing made with figs and balsamic vinegar, great on salads.",2025-04-17,2025-07-08,3.79,72
1,Peach Preserves,"Sweet and fruity peach preserves, perfect for spreading on toast.",2025-08-20,2025-10-17,3.79,43
1,Fried Rice,"Pre-cooked vegetable fried rice, just heat and serve.",2025-10-21,2025-10-10,4.29,3
1,Self-Inflating Camping Mattress,Comfortable camping mattress that inflates automatically.,2025-09-19,2025-10-15,49.99,81
1,Roasted Vegetable Medley,,2025-01-19,2025-08-05,3.99,41
1,Tahini,Creamy tahini made from ground sesame seeds.,2025-06-19,2025-08-16,5.49,32
1,Cheddar & Bacon Potato Skins,Gourmet potato skins loaded with cheddar cheese and bacon.,2025-08-25,2025-09-11,7.49,29
1,Organic Granola Cereal,,2025-09-07,2025-09-23,5.99,7
1,Beef Taco Skillet,A convenient meal kit for making a delicious beef taco skillet at home.,2025-07-09,2025-10-27,8.49,85
1,Dish Rack,Collapsible dish rack for kitchen countertop use.,2025-01-08,2025-08-31,24.99,22
1,Frozen Mixed Vegetables,"A mix of carrots, peas, and corn, easy to stir-fry.",2025-05-22,2025-08-27,1.99,90
1,Magnetic Puzzle Board,Magnetic puzzle assembly board for kids.,2025-04-21,2025-08-13,24.99,98
1,Protein Bar Variety Pack,A pack of assorted nut and protein bars for a quick energy boost.,2025-01-26,2025-07-26,12.99,19
1,Organic Ramen Noodles,Quick-cooking ramen noodles made with organic wheat.,2025-03-05,2025-10-20,2.89,79
1,Foldable Electric Scooter,Compact electric scooter for commuting and short trips.,2025-02-05,,349.99,28
1,Cilantro Lime Rice,,2024-11-11,2025-11-04,2.99,80
1,Noise-Canceling Earbuds,Wireless earbuds designed for immersive sound experience.,2025-10-11,2025-08-20,79.99,6
1,Pretzel Bites,,2025-07-22,2025-10-27,4.99,92
1,Chic Ankle Strap Heels,Stylish ankle strap heels for a classy look at any event.,2024-11-08,2025-09-16,69.99,89
1,Dishwasher Safe Cutting Board,Eco-friendly cutting board that is safe for dishwashers.,2025-09-07,2025-10-25,22.99,19
1,Savory Oats,"Instant oats with a savory twist, such as herbs and spices.",2025-02-15,2025-08-14,2.49,13
1,Beef Stew Meat,Tender beef chunks for slow-cooked stews.,2024-12-05,2025-10-29,5.99,99
1,Herbed Couscous,Quick-cooking couscous flavored with herbs and spices.,2025-07-29,2025-07-10,2.49,94
1,Berries Medley,"A mix of fresh raspberries, blueberries, and blackberries.",2025-08-27,2025-08-30,6.99,99
1,Vegetable Curry,A hearty vegetable curry for a quick and satisfying meal.,2025-08-16,2025-09-20,5.99,8
1,Puff Pastry,Versatile puff pastry for pies and pastries.,2024-11-09,2025-08-12,5.49,40
1,Spinach Artichoke Dip,"A delicious creamy dip featuring spinach and artichokes, perfect for parties.",2025-01-17,2025-09-13,4.99,8
1,Dog Training Collar,Rechargeable training collar for effective behavior training.,2025-03-09,2025-07-18,39.99,62
1,Lentil Soup,,2025-09-04,2025-10-23,2.49,86
1,Chocolate Chip Pancake Mix,,2025-02-09,2025-08-19,3.99,4
1,Lightweight Rain Jacket,"Water-resistant jacket ideal for outdoor activities, featuring a packable design.",2024-12-14,2025-10-24,79.99,93
1,Organic Spinach,"Fresh organic spinach, great for salads or cooking.",2025-11-01,2025-09-04,2.99,39
1,Pet Safety Harness,Comfortable harness designed to keep pets safe in the car.,2025-03-07,2025-11-04,24.99,26
1,Noise Reduction Headphones,Passive noise reduction headphones for focus.,2025-10-07,2025-09-23,39.99,40
1,Stainless Steel Travel Mug,Insulated mug to keep drinks hot on the go.,2025-01-06,2025-10-15,19.99,56
1,Garden Hose Reel,Compact hose reel to keep your garden tidy.,2025-02-21,2025-08-01,49.99,78
1,Whole Roasted Chicken,"Seasoned and roasted to perfection, ready to eat.",2025-07-29,2025-07-08,9.99,59
1,Cranberry Orange Oatmeal,Instant oatmeal flavored with cranberries and orange zest for breakfast.,2025-03-20,2025-07-18,2.49,99
1,Classic Cheesecake Mix,"A simple, no-bake cheesecake mix to create your own delicious cheesecake.",2024-11-29,2025-07-09,4.99,53
1,Roasted Red Pepper Dip,"A blend of roasted red peppers and spices, perfect for dipping.",2024-11-13,2025-11-05,3.29,40
1,Plant Pot Drip Trays,Prevent water damage with drip trays for potted plants.,2025-03-10,2025-10-08,9.99,64
1,Pepper Jack Cheese Slices,"Creamy cheese with a spicy kick, perfect for sandwiches.",2025-02-25,2025-10-01,3.49,25
